,preds,labels
0,76.1894760131836,76.16666667
1,75.30335235595703,75.33333333
2,79.5264663696289,77.91666667
3,77.45929718017578,77.58333333
4,77.84385681152344,77.79166667
5,78.50198364257812,78.66666667
6,75.6868667602539,74.70833333
7,78.49310302734375,77.66666667
8,77.92264556884766,77.83333333
9,78.53740692138672,78.04166667
10,79.06558227539062,79.58333333
11,80.23938751220703,80.41666667
12,81.81180572509766,82.58333333
13,77.26836395263672,77.29166667
14,77.31578063964844,76.66666667
15,76.3055419921875,74.66666667
16,79.82074737548828,77.66666667
17,79.42774200439453,79.41666667
18,80.8058090209961,81.5
19,79.01634216308594,80.25
20,76.61715698242188,76.5
21,77.50423431396484,76.08333333
22,80.49031066894531,79.20833333
23,77.44078826904297,76.16666667
24,76.38477325439453,76.04166667
25,75.20530700683594,74.33333333000002
26,79.56880950927734,78.25000000000001
27,80.77032470703125,81.58333333
28,77.27534484863281,77.875
29,80.08602142333984,81.66666667
30,79.4563980102539,80.41666667
31,78.44351959228516,77.91666667
32,79.22598266601562,78.95833333
33,75.37491607666016,73.20833333
34,79.99453735351562,78.79166666999998
35,76.22088623046875,76.95833333
36,78.35017395019531,78.54166667
37,77.27995300292969,78.20833333
38,78.15147399902344,77.41666667000001
39,77.8539810180664,77.33333333
40,77.34758758544922,76.20833333
41,83.46636199951172,83.875
42,82.12466430664062,84.08333333
43,81.7883529663086,84.91666667
44,81.62857818603516,84.16666667
45,83.84288024902344,84.45833333
46,85.18077850341797,86.16666667
47,82.10615539550781,81.70833333
48,84.42865753173828,85.58333333
49,84.3943099975586,85.79166667
50,85.16609954833984,86.20833333000002
51,85.17961120605469,87.5
52,86.28787231445312,87.79166667
53,82.31568145751953,82.375
54,83.37611389160156,83.66666667
55,84.19023132324219,84.08333333
56,84.99079895019531,84.54166667000001
57,83.4445571899414,84.29166667
58,81.61322784423828,81.41666667
59,85.61711883544922,86.58333332999999
60,82.53630065917969,82.66666667
61,82.05421447753906,83.33333333
62,85.16947937011719,87.58333333000002
63,85.94727325439453,86.33333333
64,83.08008575439453,85.08333333
65,84.7065658569336,86.33333333
66,84.10404968261719,83.58333333
67,83.55119323730469,83.58333333
68,81.97314453125,81.29166667
69,83.3758544921875,82.5
70,85.95405578613281,87.08333333
71,83.86241149902344,84.37499999999999
72,78.37277221679688,79.33333333
73,79.88904571533203,78.95833333
74,78.76710510253906,75.66666667
75,77.91739654541016,75.0
76,79.4521484375,78.29166667
77,79.78457641601562,79.29166667
78,79.77781677246094,80.58333333
79,79.99182891845703,81.16666666999998
80,78.22052764892578,78.16666667
81,78.65589904785156,78.0
82,77.9171142578125,76.5
83,82.12843322753906,81.33333333
84,77.97887420654297,78.04166667
85,81.90227508544922,83.41666667
86,74.47782135009766,75.33333333
87,75.57716369628906,75.29166667
88,75.7357177734375,75.58333333
89,77.07316589355469,74.29166667
90,77.58332061767578,76.875
91,78.98414611816406,79.20833333
92,79.56438446044922,80.16666667
93,74.02986907958984,74.375
94,75.68678283691406,74.58333333
95,79.4368896484375,78.95833333
96,78.70741271972656,77.75
97,78.70834350585938,79.75
98,76.00994110107422,76.45833333
99,74.41007995605469,72.91666667
100,77.49361419677734,75.83333333
101,81.24335479736328,81.0
102,78.26531982421875,78.66666667
103,79.50211334228516,81.66666667
104,77.93695831298828,79.0
105,78.96949768066406,78.45833333
106,78.01346588134766,77.33333333
107,80.68133544921875,79.41666667
108,75.56243133544922,74.375
109,72.64801788330078,70.79166667
110,77.17070007324219,75.375
111,76.33631896972656,75.16666667
112,76.006591796875,76.08333333
113,72.9461669921875,73.20833333
114,76.12818908691406,75.04166667000001
115,75.99279022216797,75.5
116,77.46922302246094,76.875
117,71.60218048095703,71.20833333
118,74.04086303710938,72.54166667
119,71.08983612060547,69.79166667
120,71.60231018066406,69.08333333
121,72.68392944335938,71.45833333
122,73.34484100341797,72.45833333
123,69.32229614257812,68.95833333
124,64.3972396850586,63.0
125,65.86335754394531,62.33333333
126,67.77613067626953,65.25
127,66.17496490478516,64.875
128,65.5272216796875,65.25
129,60.61524963378906,60.20833333
130,62.40497589111328,60.16666667
131,58.83613967895508,57.20833333
132,62.932518005371094,60.70833333
133,59.36851501464844,59.33333333
134,54.89707946777344,54.29166667
135,57.114219665527344,55.20833333
136,56.61350631713867,55.45833333
137,52.3646125793457,51.20833333
138,54.01237106323242,52.625
139,47.68470764160156,47.0
140,50.184818267822266,48.54166667
141,43.29463195800781,42.91666667
142,47.10240936279297,45.875
143,42.26199722290039,42.58333333
144,46.512184143066406,46.45833333
145,44.027645111083984,44.83333333
146,46.45174789428711,46.91666667
147,37.73318099975586,37.70833333
148,37.2786750793457,35.95833333
149,41.899330139160156,42.0
150,37.57789611816406,36.54166667
151,31.77577018737793,32.45833333
152,32.28577423095703,31.29166667
153,36.40153884887695,35.75
