,preds,labels
77,26.66977882385254,25.9
78,25.987464904785156,26.2
79,31.377315521240234,31.2
80,31.91986083984375,32.0
81,27.84866714477539,28.200000000000003
82,27.70392417907715,28.3
83,27.181568145751953,27.300000000000004
84,31.4907283782959,31.4
85,29.377887725830078,29.3
86,29.123933792114258,29.2
87,28.73493194580078,29.000000000000004
88,29.005199432373047,29.1
89,27.18438720703125,27.300000000000004
90,30.39971160888672,30.4
91,32.536659240722656,32.8
92,30.950393676757812,31.2
93,26.58219337463379,27.1
94,30.65792465209961,31.0
95,30.20307731628418,30.4
96,30.991348266601562,31.0
97,30.26564598083496,30.5
98,26.6346378326416,26.9
99,29.881725311279297,30.0
100,29.95792007446289,30.2
101,28.46860122680664,28.7
102,28.766481399536133,29.000000000000004
103,28.871788024902344,29.000000000000004
104,28.38799476623535,28.5
105,28.20640754699707,28.3
106,28.319442749023438,28.4
107,31.31880760192871,31.4
108,31.369338989257812,31.500000000000004
109,35.3753547668457,35.2
110,29.73699951171875,29.2
111,28.156570434570312,28.7
112,29.68296241760254,30.0
113,32.362205505371094,32.5
114,31.763286590576172,31.9
115,33.118263244628906,33.2
116,30.502273559570312,30.700000000000003
117,32.169410705566406,32.2
118,31.68343734741211,31.8
119,31.483247756958008,31.6
120,32.073692321777344,32.2
121,31.676084518432617,31.8
122,33.51416778564453,33.5
123,33.40309524536133,33.5
124,34.45743942260742,34.5
125,33.407108306884766,33.6
126,30.995349884033203,31.3
127,31.240447998046875,31.4
128,38.04783630371094,37.7
129,32.82178497314453,32.0
130,34.08759689331055,34.2
131,32.222801208496094,32.8
132,34.60035705566406,34.4
133,34.47687530517578,34.6
134,32.221473693847656,32.5
135,32.28099822998047,32.5
136,32.3638801574707,32.4
137,31.912948608398438,32.0
138,33.40290451049805,33.4
139,30.644420623779297,30.8
140,32.58408737182617,32.6
141,32.29376983642578,32.4
142,33.83890151977539,33.8
143,31.61138153076172,31.8
144,32.18211364746094,32.3
145,32.61773681640625,32.7
146,31.120569229125977,31.3
147,30.373035430908203,30.600000000000005
148,32.6024055480957,32.6
149,32.60591125488281,32.7
150,32.671302795410156,32.8
151,32.312034606933594,32.5
152,31.421817779541016,31.6
153,31.5892333984375,31.7
154,31.39837074279785,31.500000000000004
155,33.44361877441406,33.4
156,33.3052864074707,33.4
157,32.49870681762695,32.7
158,33.4953727722168,33.6
159,33.41558074951172,33.5
160,34.70055389404297,34.7
161,33.0063591003418,33.2
162,33.38810729980469,33.5
163,33.95005798339844,34.0
164,33.80567932128906,33.9
165,33.56172180175781,33.7
166,35.32914352416992,35.3
167,34.01847839355469,34.2
168,34.373355865478516,34.5
169,35.01679611206055,35.1
170,35.283355712890625,35.4
171,35.006866455078125,35.2
172,35.456298828125,35.6
173,35.00667953491211,35.2
174,34.7230110168457,34.9
175,34.56303405761719,34.7
176,34.81803894042969,34.9
177,32.58494567871094,32.8
178,34.664710998535156,34.6
179,32.400634765625,32.5
180,30.43666648864746,30.700000000000003
181,34.17686080932617,34.1
182,31.969282150268555,32.0
183,32.10650634765625,32.2
184,34.438899993896484,34.5
185,32.33501434326172,32.5
186,33.63331604003906,33.7
187,31.512086868286133,31.7
188,27.193603515625,27.6
189,24.138816833496094,24.5
190,30.56882095336914,30.8
191,31.855003356933594,32.8
192,31.17443084716797,31.6
193,32.43862533569336,32.8
194,33.933082580566406,34.0
