,preds,labels
0,30.773706436157227,30.9
1,31.26061248779297,31.4
2,30.100400924682617,30.3
3,29.35563850402832,29.6
4,31.533607482910156,31.6
5,31.882017135620117,32.0
6,26.268314361572266,26.500000000000004
7,29.022905349731445,29.5
8,28.55718421936035,28.8
9,26.87969970703125,27.0
10,29.341304779052734,29.5
11,26.73877716064453,26.7
12,32.16559982299805,31.9
13,30.6562442779541,30.5
14,25.906896591186523,26.3
15,27.93978500366211,28.5
16,31.498010635375977,32.0
17,28.239662170410156,28.5
18,28.955883026123047,29.2
19,28.366260528564453,28.6
20,28.649866104125977,28.7
21,28.393781661987305,28.5
22,26.528724670410156,26.6
23,28.15945816040039,28.100000000000005
24,28.172409057617188,28.3
25,28.051355361938477,28.100000000000005
26,25.448841094970703,25.4
27,26.86553192138672,26.6
28,30.11072540283203,30.5
29,28.72055435180664,29.000000000000004
30,28.800399780273438,28.9
31,29.272802352905273,29.5
32,29.267669677734375,29.4
33,29.072532653808594,29.2
34,26.467670440673828,26.6
35,26.557579040527344,26.500000000000004
36,29.422637939453125,29.6
37,23.978046417236328,23.6
38,24.5709228515625,23.6
39,27.468303680419922,27.8
40,28.240447998046875,29.2
41,25.83326530456543,25.9
42,26.08542251586914,26.0
43,28.965091705322266,29.2
44,23.83864402770996,23.6
45,27.110939025878906,26.3
46,26.223623275756836,26.3
47,22.890323638916016,22.6
48,25.0020751953125,23.6
49,27.352705001831055,27.300000000000004
50,25.641220092773438,26.0
51,24.38595199584961,23.7
52,26.582412719726562,26.0
53,29.55323028564453,30.1
54,24.445556640625,24.2
55,27.39142608642578,27.0
56,28.43303680419922,29.000000000000004
57,28.93597412109375,29.3
58,28.514774322509766,28.6
59,28.269580841064453,28.4
60,24.06039047241211,24.000000000000004
61,30.0034236907959,30.0
62,29.690820693969727,30.1
63,28.025882720947266,28.3
64,27.042734146118164,27.400000000000002
65,25.512760162353516,25.5
66,27.730043411254883,27.5
67,27.474544525146484,27.6
68,29.05515480041504,29.000000000000004
69,25.769912719726562,25.600000000000005
70,25.92839813232422,25.600000000000005
71,25.180683135986328,24.900000000000002
72,27.877492904663086,27.5
73,29.79987335205078,30.1
74,27.296951293945312,27.400000000000002
75,30.249347686767578,30.3
76,24.550743103027344,23.7
